"Category";"CommonName";"FullName";"ShortName";"OrgInfo";"ObjectAddress";"ChiefOrg";"ChiefName";"ChiefPosition";"PublicPhone";"Fax";"Email";"WorkingHours";"ClarificationOfWorkingHours";"WebSite";"NumOfSeats";"NumOfReaders";"NumOfVisitors";"global_id";"geoData";"geodata_center";
"Библиотека";"Библиотека №201";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Западного административного округа». Библиотека №201";"ГБУ г. Москвы «ОКЦ ЗАО». Библиотека №201";"nested data";"nested data";"Префектура Западного административного округа";"Кудряшова Елена Борисовна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца.";"kulturazao.ru";"";"";"";"2639270258";"{coordinates=[[37.357102393, 55.784306097]], type=MultiPoint}";"";
"Библиотека";"Центральная Городская Деловая Библиотека";"Государственное бюджетное учреждение культуры города Москвы «Центральная Городская Деловая Библиотека»";"ГБУК г. Москвы «ЦГДБ»";"nested data";"nested data";"Государственное бюджетное учреждение культуры города Москвы «Центральная Городская Деловая Библиотека»";"Забелина Наталья Аветиковна";"директор";"nested data";"nested data";"nested data";"nested data";"Последний вторник каждого месяца – санитарный день.";"mgdb.ru";"74";"13718";"55369";"2639270284";"{coordinates=[[37.661488528, 55.82251576]], type=MultiPoint}";"";
"Библиотека";"Библиотека №131";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Юго-Восточного административного округа». Библиотека №131";"ГБУ г. Москвы «ОКЦ ЮВАО». Библиотека №131";"nested data";"nested data";"Префектура Юго-восточного административного округа";"Зорин Павел Юрьевич";"исполняющий обязанности руководителя";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца – санитарный день.";"cbsuvao.ru";"70";"588";"25537";"2639270285";"{coordinates=[[37.763039512, 55.654596783]], type=MultiPoint}";"";
"Библиотека";"Библиотека №199 им. Э. Г. Багрицкого";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Западного административного округа». Библиотека №199 им. Э. Г. Багрицкого";"ГБУ г. Москвы «ОКЦ ЗАО». Библиотека №199 им. Э. Г. Багрицкого";"nested data";"nested data";"Префектура Западного административного округа";"Зорина Наталья Евгеньевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца";"kulturazao.ru";"";"";"";"2639270286";"{coordinates=[[37.437782502, 55.71921782]], type=MultiPoint}";"";
"Библиотека";"Центральная библиотека №106";"Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Юго-Восточного административного округа», Центральная библиотека №106";"ГБУК г. Москвы «ОКЦ ЮВАО», Центральная библиотека №106";"nested data";"nested data";"Департамент культуры города Москвы";"Кретинина Марина Юрьевна";"исполняющий обязанности руководителя";"nested data";"nested data";"nested data";"nested data";"График работы библиотеки по адресу: г. Москва, улица Зарайская, д. 56А-вт-сб-10:00-22:00, вс-10:00-20:00, пн-выходной. График работы библиотеки по адресу: г. Москва, улица Шатурская, д. 49, корп. 1-вт-сб-10:00-22:00, вс-10:00-20:00, пн-выходной. График работы библиотеки по адресу: г. Москва, улица Яснополянская, д. 3, стр. 1, корп. 2-вт-сб-10:00-22:00, вс-10:00-20:00, пн-выходной.";"окцювао.рф";"123";"1066";"15156";"2639270294";"{coordinates=[[37.77431802, 55.727239186], [37.774609099, 55.726744659], [37.787442809, 55.722638828]], type=MultiPoint}";"";
"Библиотека";"Библиотека №262";"Государственное бюджетное учреждение города Москвы «Центр досуга и спорта Троицкого и Новомосковского административных округов города Москвы». Библиотека №262";"ГБУ «ЦДС ТиНАО». Библиотека №262";"nested data";"nested data";"Префектура Троицкого и Новомосковского административных округов";"Сподарева Анна Юрьевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день.";"kulturatinao.ru";"18";"930";"15533";"2639270295";"{coordinates=[[37.327490804, 55.55028816]], type=MultiPoint}";"";
"Библиотека";"Библиотека № 54";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Северо-Восточного административного округа». Библиотека №54";"ГБУ г. Москвы «ОКЦ СВАО». Библиотека №54";"nested data";"nested data";"Префектура Северо-Восточного административного округа";"Касаева Аза Хазбиевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"санитарный день — последний вторник месяца. график работы подразделения по адресу ул. Менжинского. д. 26. корп. 2 вт - сб 12:00 - 20:00. вс 12:00 - 18:00";"культурасвао.рф";"49";"2480";"31864";"2639270299";"{coordinates=[[37.671176302, 55.869736551], [37.660722351, 55.888209165]], type=MultiPoint}";"";
"Библиотека";"Детская библиотека №154";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Южного административного округа». Детская библиотека №154";"ГБУ г. Москвы «ОКЦ ЮАО». Детская библиотека №154";"nested data";"nested data";"Префектура Южного административного округа";"Герасимова Татьяна Евгеньевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день";"kulturauao.ru";"29";"2400";"24259";"2639270302";"{coordinates=[[37.677837332, 55.631410888]], type=MultiPoint}";"";
"Библиотека";"Библиотека №148 имени Ф. И. Тютчева";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Южного административного округа». Библиотека №148 имени Ф. И. Тютчева";"ГБУ г. Москвы «ОКЦ ЮАО». Библиотека №148 имени Ф. И. Тютчева";"nested data";"nested data";"Префектура Южного административного округа";"Филиппова Татьяна Викторовна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день. По адресу Севастопольский проспект .д.3.к.8 для читателей библиотека не работает. График работы по адресам: Криворожская ул. д. 29 к.2. Балаклавский пр. д.12 к.3 - вторник. среда. четверг. пятница 15:00-19:00. Выходные: суббота. воскресенье. понедельник.";"kulturauao.ru";"20";"10509";"78777";"2639270304";"{coordinates=[[37.608015644, 55.669685614], [37.612903928, 55.650605787], [37.607697741, 55.641692717], [37.613569116, 55.654119754]], type=MultiPoint}";"";
"Библиотека";"Библиотека №33 им. Д. А. Фурманова";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Северного административного округа». Библиотека №33 им. Д.А. Фурманова";"ГБУ г. Москвы «ОКЦ САО». Библиотека №33 им. Д.А. Фурманова";"nested data";"nested data";"Префектура Северного административного округа";"Хохлова Жанна Борисовна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Режим работы: 1-й Боткинский проезд. д.4 (детское отделение) ВТ-СБ 12.00 - 21.00. ВС - 12.00-20.00. ПН -выходной. Последний вторник месяца - санитарный день";"kulturasao.ru";"50";"2446";"22730";"2639270305";"{coordinates=[[37.558660316, 55.780909359], [37.557323193, 55.783194016]], type=MultiPoint}";"";
"Библиотека";"Детская библиотека №125";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Юго-Восточного административного округа». Детская библиотека №125";"ГБУ г. Москвы «ОКЦ ЮВАО». Детская библиотека №125";"nested data";"nested data";"Префектура Юго-восточного административного округа";"Захарова Ольга Анатольевна";"исполняющий обязанности руководителя";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день.";"cbsuvao.ru";"50";"111";"4891";"2639270311";"{coordinates=[[37.711144748, 55.765587951]], type=MultiPoint}";"";
"Библиотека";"Детская библиотека №207 им. В. В. Бианки";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Западного административного округа». Детская библиотека №207 им. В. В. Бианки";"ГБУ г. Москвы «ОКЦ ЗАО». Детская библиотека №207 им. В. В. Бианки";"nested data";"nested data";"Префектура Западного административного округа";"Головачев Владимир Сергеевич";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца";"kulturazao.ru";"46";"2732";"19000";"2639270315";"{coordinates=[[37.474574279, 55.741092518]], type=MultiPoint}";"";
"Библиотека";"Библиотека №183 им Данте Алигьери";"Государственное бюджетное учреждение города Москвы «Мой досуговый центр «Атлант». Библиотека №183 им Данте Алигьери";"ГБУ г. Москвы «Атлант». Библиотека №183 им Данте Алигьери";"nested data";"nested data";"Префектура Юго-западного административного округа";"Кузьмичева Олеся Петровна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Пункт выдачи по адресу проспект Университетский. д. 4 работает по графику: вт. и чт. с 14.00 - 20.00. ср. пт. сб. с 11.00 - 18.00. вс.. пн. выходной. Отдел по работе с фондами по адресу улица Панферова. д. 12 работает по графику: пн.-пт. с 9.25 до 18.10. сб.. вс. - выходные дни.";"kulturauzao.ru";"98";"7338";"120355";"2639270321";"{coordinates=[[37.553197956, 55.69767461], [37.535277195, 55.689885253]], type=MultiPoint}";"";
"Библиотека";"Центральная городская молодежная библиотека имени М. А. Светлова";"Государственное бюджетное учреждение культуры города Москвы «Центральная городская молодежная библиотека имени М. А. Светлова»";"ГБУК г. Москвы «Центральная городская молодежная библиотека им. М. А. Светлова»";"nested data";"nested data";"Государственное бюджетное учреждение культуры города Москвы «Центральная городская молодежная библиотека имени М.А. Светлова»";"Агафонова Валентина Олеговна";"директор";"nested data";"nested data";"nested data";"nested data";"Последний вторник каждого месяца - санитарный день. График работы медиацентра по адресу ул. Большая Садовая д. 1 - вт. - сб. 10:00-21:00, вс. 10:00-20:00, пн. выходной";"svetlovka.ru";"78";"7817";"46888";"2639270326";"{coordinates=[[37.590604975, 55.766314423], [37.589600896, 55.765633731], [37.573887857, 55.769325447]], type=MultiPoint}";"";
"Библиотека";"Центральная библиотека №21";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Северного административного округа». Центральная библиотека №21";"ГБУ г. Москвы «ОКЦ САО». Центральная библиотека №21";"nested data";"nested data";"Префектура Северного административного округа";"Мясникова Наталья Андреевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Режим работы: ул. Космонавта Волкова. д.3 (детское подразделение) ВТ -СБ 12.00 -21.00. ВС -12.00-20.00 . ПН -выходной. Последний вторник месяца - санитарный день";"kulturasao.ru";"48";"1390";"32038";"2639270327";"{coordinates=[[37.516483865, 55.819236729], [37.506492566, 55.815845666], [37.516269476, 55.81947762]], type=MultiPoint}";"";
"Библиотека";"Библиотека №105";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Юго-Восточного административного округа». Библиотека №105";"ГБУ г. Москвы «ОКЦ ЮВАО». Библиотека №105";"nested data";"nested data";"Префектура Юго-восточного административного округа";"Максимова Татьяна Игоревна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день.";"cbsuvao.ru";"94";"802";"25610";"2639270335";"{coordinates=[[37.774523115, 55.678034194], [37.744255769, 55.683817419], [37.805500947, 55.675210421]], type=MultiPoint}";"";
"Библиотека";"Библиотека №39 «Познание»";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Северного административного округа». Библиотека №39 «Познание»";"ГБУ г. Москвы «ОКЦ САО». Библиотека №39 «Познание»";"nested data";"nested data";"Префектура Северного административного округа";"Носова Марина Владимировна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день";"kulturasao.ru";"32";"437";"12294";"2639270340";"{coordinates=[[37.571506714, 55.824646512]], type=MultiPoint}";"";
"Библиотека";"Детская библиотека №103";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Восточного административного округа». Детская библиотека №103";"ГБУ г. Москвы «ОКЦ ВАО». Детская библиотека №103";"nested data";"nested data";"Префектура Восточного административного округа";"Любич Ксения Юрьевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца.";"kulturavao.ru";"9";"749";"13120";"2639270345";"{coordinates=[[37.734233011, 55.786325101]], type=MultiPoint}";"";
"Библиотека";"Центральная библиотека №70 им. М. А. Шолохова";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Восточного административного округа». Центральная библиотека №70 им. М. А. Шолохова";"ГБУ г. Москвы «ОКЦ ВАО». Центральная библиотека №70 им. М. А. Шолохова";"nested data";"nested data";"Префектура Восточного административного округа";"Дедловская Светлана Михайловна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца.";"kulturavao.ru";"75";"2304";"33042";"2639270346";"{coordinates=[[37.72994082, 55.797972762], [37.725882458, 55.806017957]], type=MultiPoint}";"";
"Библиотека";"Библиотека №179";"Государственное бюджетное учреждение города Москвы «Мой досуговый центр «Атлант». Библиотека №179";"ГБУ г. Москвы «Атлант». Библиотека №179";"nested data";"nested data";"Префектура Юго-западного административного округа";"Козлова Елизавета Дмитриевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца.";"kulturauzao.ru";"12";"3032";"31683";"2639270347";"{coordinates=[[37.541157436, 55.676977666], [37.52541261, 55.678039099]], type=MultiPoint}";"";
"Библиотека";"Библиотека №260";"Государственное бюджетное учреждение города Москвы «Центр досуга и спорта Троицкого и Новомосковского административных округов города Москвы». Библиотека №260";"ГБУ «ЦДС ТиНАО». Библиотека №260";"nested data";"nested data";"Префектура Троицкого и Новомосковского административных округов";"Тетенова Надежда Александровна";"заведующий";"nested data";"nested data";"nested data";"nested data";"";"kulturatinao.ru";"";"";"";"2639270350";"{coordinates=[[37.371777, 55.522512]], type=MultiPoint}";"";
"Библиотека";"Центральная детская библиотека №226";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Северо-Западного административного округа». Центральная детская библиотека №226";"ГБУ г. Москвы «ОКЦ СЗАО». Центральная детская библиотека №226";"nested data";"nested data";"Префектура Северо-Западного административного округа";"Морозова Ирина Вячеславовна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день: последний вторник месяца. График работы подразделения 1 (Бульвар Яна Райниса. дом 2к1): Вт-Сб 12:00-20:00. санитарный день - последний вторник месяца. График работы подразделения 2 (Улица Свободы. дом 61к1): Вт-Сб 12:00-20:00. Пн. ВС - выходной. санитарный день - последний вторник месяца.";"kulturaszao.ru";"200";"3383";"19661";"2639270355";"{coordinates=[[37.442688178, 55.851936913], [37.434484099, 55.85106262], [37.449962329, 55.853677363]], type=MultiPoint}";"";
"Библиотека";"Библиотека №8 имени А.П. Чехова, Чеховский культурный центр";"Государственное бюджетное учреждение культуры и дополнительного образования города Москвы «Мультимедийный комплекс актуальных искусств», Мультимедиа Арт Музей";"ГБУКиДО г. Москвы «МКАИ», Мультимедиа Арт Музей";"nested data";"nested data";"Департамент культуры города Москвы";"Свиблова Ольга Львовна";"директор";"nested data";"nested data";"nested data";"nested data";"";"mamm-mdf.ru";"";"";"";"2660559393";"{coordinates=[[37.609316, 55.765692]], type=MultiPoint}";"";
"Библиотека";"Детская библиотека №242 им. С. В. Михалкова";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Северо-Западного административного округа». Детская библиотека №242 им. С. В. Михалкова";"ГБУ г. Москвы «ОКЦ СЗАО». Детская библиотека №242 им. С. В. Михалкова";"nested data";"nested data";"Префектура Северо-Западного административного округа";"Елисеева Татьяна Юрьевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца санитарный день.";"kulturaszao.ru";"";"";"";"2688534624";"{coordinates=[[37.46239705, 55.783944235]], type=MultiPoint}";"";
"Библиотека";"Библиотека №195";"Государственное бюджетное учреждение города Москвы «Мой досуговый центр «Атлант». Библиотека №195";"ГБУ г. Москвы «Атлант». Библиотека №195";"nested data";"nested data";"Префектура Юго-западного административного округа";"Кузьмичева Олеся Петровна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день. Последний вторник месяца";"kulturauzao.ru";"16";"3798";"35912";"2751680265";"{coordinates=[[37.508329963, 55.5382624], [37.548146883, 55.545792189]], type=MultiPoint}";"";
"Библиотека";"Библиотека №267 имени Н.К. Крупской";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Центрального административного округа»";"ГБУ г. Москвы «ОКЦ ЦАО». Библиотека №267 им. Н.К. Крупской";"nested data";"nested data";"Префектура Центрального административного округа";"Суркова Лариса Викторовна";"заведующий";"nested data";"nested data";"nested data";"nested data";"График работы по адресу: ул. Русаковская. д. 8. стр. 3 - временно закрыто. График работы пункта библиотечно-информационного обслуживания по адресу: ул. Бахрушина. д. 4. стр. 1. Вторник – воскресенье 12.00 – 20.00. Понедельник – выходной.

Библиотека не работает 1, 2 и с 5 по 8 января 2026 г.
31 декабря 2025 г. 10.00 – 17.00
3 января 2026 г. 11.00 – 14.00
4 января 2026 г. 12.00 – 17.00
9 января 2026 г. 12.00 – 20.00
10 января 2026 г. 12.00 – 20.00
11 января 2026 г. 12.00 – 20.00";"kulturacao.ru";"30";"6056";"28246";"2754945895";"{coordinates=[[37.673884, 55.781843], [37.634017, 55.736497], [37.644223449, 55.776370575]], type=MultiPoint}";"";
"Библиотека";"Библиотека №119";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Юго-Восточного административного округа». Библиотека №119";"ГБУ г. Москвы «ОКЦ ЮВАО». Библиотека №119";"nested data";"nested data";"Префектура Юго-восточного административного округа";"Семенко Елена Александровна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца .";"окцювао.рф";"127";"924";"24662";"2754945896";"{coordinates=[[37.718503089, 55.751115393], [37.714828071, 55.750834015]], type=MultiPoint}";"";
"Библиотека";"Библиотека №130";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Юго-Восточного административного округа». Библиотека №130";"ГБУ г. Москвы «ОКЦ ЮВАО». Библиотека №130";"nested data";"nested data";"Префектура Юго-восточного административного округа";"Максимова Татьяна Игоревна";"исполняющий обязанности руководителя";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день по двум адресам. Режим работы библиотеки по адресу: 109382. г. Москва. улица Краснодонская. д. 24: вт.-вс. 12:00-20:00. Понедельник - выходной день.";"cbsuvao.ru";"152";"1113";"31534";"2754950147";"{coordinates=[[37.751632881, 55.677431703], [37.74829124, 55.674765455]], type=MultiPoint}";"";
"Библиотека";"Центральная детская библиотека №14";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Центрального административного округа». Центральная детская библиотека №14";"ГБУ г. Москвы «ОКЦ ЦАО». Центральная детская библиотека №14";"nested data";"nested data";"Префектура Центрального административного округа";"Айдакина Динара Хамимовна";"заведующий";"nested data";"nested data";"nested data";"nested data";"График работы библиотеки по адресу: 109147. г. Москва. улица Абельмановская. д. 11: Вторник-суббота 10.00-21.00. Воскресенье 10.00-20.00. Понедельник – выходной. График работы отдела по адресу: 115054. г. Москва. улица Дубининская. д. 20. стр. 1: Понедельник - суббота 10.00-21.00. Воскресенье - 10.00-20.00. Понедельник – выходной. Санитарный день – последний вторник месяца.

Библиотека не работает 1, 2 и с 4 по 8 января 2026 г.
31 декабря 2025 г. 10.00 – 17.00
3 января 2026 г. 14.00 – 19.00
9 января 2026 г. 12.00 – 20.00
10 января 2026 г. 12.00 – 20.00
11 января 2026 г. 12.00 – 20.00";"kulturacao.ru";"15";"7537";"56585";"2754995050";"{coordinates=[[37.636564738, 55.726151379], [37.671406293, 55.735488468]], type=MultiPoint}";"";
"Библиотека";"Детская библиотека № 88";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Восточного административного округа». Детская библиотека № 88";"ГБУ г. Москвы «ОКЦ ВАО». Детская библиотека № 88";"nested data";"nested data";"Префектура Восточного административного округа";"Кайер Линда Виссарионовна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца.";"kulturavao.ru";"";"";"";"2755127374";"{coordinates=[[37.817330196, 55.720408194]], type=MultiPoint}";"";
"Библиотека";"Библиотека № 81";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Восточного административного округа». Библиотека № 81";"ГБУ г. Москвы «ОКЦ ВАО». Библиотека № 81";"nested data";"nested data";"Префектура Восточного административного округа";"Глебова Светлана Александровна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца.";"kulturavao.ru";"";"";"";"2755127375";"{coordinates=[[37.828000998, 55.803671017], [37.829530119, 55.802587715]], type=MultiPoint}";"";
"Библиотека";"Библиотека № 90 имени А.С. Неверова";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Восточного административного округа». Библиотека № 90 имени А.С. Неверова";"ГБУ г. Москвы «ОКЦ ВАО». Библиотека № 90 им. А.С. Неверова";"nested data";"nested data";"Префектура Восточного административного округа";"Прямухина Полина Егоровна";"исполняющий обязанности руководителя";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца санитарный день";"kulturavao.ru";"";"";"";"2755127376";"{coordinates=[[37.821687078, 55.723523225]], type=MultiPoint}";"";
"Библиотека";"Библиотека №127";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Юго-Восточного административного округа». Библиотека №127";"ГБУ г. Москвы «ОКЦ ЮВАО». Библиотека №127";"nested data";"nested data";"Префектура Юго-восточного административного округа";"Фролова Галина Владимировна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день.";"cbsuvao.ru";"40";"936";"21099";"2756080426";"{coordinates=[[37.743720626, 55.697423686], [37.747611, 55.695944]], type=MultiPoint}";"";
"Библиотека";"Библиотека №76 им. М. Ю. Лермонтова";"Государственное бюджетное учреждение культуры города Москвы «Московская дирекция по развитию культурных центров», Библиотека №76 им. М. Ю. Лермонтова";"ГБУК г. Москвы «Мосразвитие», Библиотека №76 им. М. Ю. Лермонтова";"nested data";"nested data";"Департамент культуры города Москвы";"Киреева Галина Альбертовна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца санитарный день";"mos-razvitie.ru";"";"";"";"2783081988";"{coordinates=[[37.687479324, 55.786440202]], type=MultiPoint}";"";
"Библиотека";"Библиотека № 100";"Государственное бюджетное учреждение культуры города Москвы «Московская дирекция по развитию культурных центров», Библиотека № 100";"ГБУК г. Москвы «Мосразвитие», Библиотека № 100";"nested data";"nested data";"Департамент культуры города Москвы";"Лайцева Наталья Львовна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день";"mos-razvitie.ru";"";"";"";"2783081989";"{coordinates=[[37.832031938, 55.768105325]], type=MultiPoint}";"";
"Библиотека";"Детская библиотека №78 имени И.А. Крылова";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Восточного административного округа». Детская библиотека №78 имени И.А. Крылова";"ГБУ г. Москвы «ОКЦ ВАО». Детская библиотека №78 имени И.А. Крылова";"nested data";"nested data";"Префектура Восточного административного округа";"Жемерова Анастасия Юрьевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день.";"kulturavao.ru";"12";"693";"8848";"2783081990";"{coordinates=[[37.675910997, 55.788923376], [37.671007813, 55.788085133]], type=MultiPoint}";"";
"Библиотека";"Библиотека № 91 им. Э. Л. Войнич";"Государственное бюджетное учреждение культуры города Москвы «Московская дирекция по развитию культурных центров», Библиотека № 91 им. Э. Л. Войнич";"ГБУК г. Москвы «Мосразвитие», Библиотека № 91 им. Э. Л. Войнич";"nested data";"nested data";"Департамент культуры города Москвы";"Соколова Вера Брониславна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день.";"mos-razvitie.ru";"";"";"";"2783081991";"{coordinates=[[37.787730467, 55.764849505]], type=MultiPoint}";"";
"Библиотека";"Центральная библиотека №197 им. А. А. Ахматовой";"Государственное бюджетное учреждение культуры города Москвы «Московская дирекция по развитию культурных центров», Центральная библиотека №197 им. А. А. Ахматовой";"ГБУК г. Москвы «Мосразвитие», Центральная библиотека №197 им. А. А. Ахматовой";"nested data";"nested data";"Департамент культуры города Москвы";"Сосина Екатерина Валерьевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день.";"mos-razvitie.ru";"";"";"";"2783157244";"{coordinates=[[37.410758024, 55.764863979]], type=MultiPoint}";"";
"Библиотека";"Библиотека №214 им. Ю. А. Гагарина";"Государственное бюджетное учреждение культуры города Москвы «Московская дирекция по развитию культурных центров», Библиотека №214 им. Ю. А. Гагарина";"ГБУК г. Москвы «Мосразвитие», Библиотека №214 им. Ю. А. Гагарина";"nested data";"nested data";"Департамент культуры города Москвы";"Терехов Павел Сергеевич";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца санитарный день";"mos-razvitie.ru";"";"";"";"2783158360";"{coordinates=[[37.483651688, 55.662178709]], type=MultiPoint}";"";
"Библиотека";"Библиотека №216";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Западного административного округа». Библиотека №216";"ГБУ г. Москвы «ОКЦ ЗАО». Библиотека №216";"nested data";"nested data";"Префектура Западного административного округа";"Бухонина Ирина Вячеславовна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Отдел на Мичуринском проспекте работает: пн - выходной, вт-сб 12.00 - 21.00, вс 12.00 - 20.00
Санитарный день - последний вторник месяца.";"kulturazao.ru";"65";"4884";"30377";"2783158362";"{coordinates=[[37.490565513, 55.69389366], [37.481837701, 55.684811035], [37.467014558, 55.660502077]], type=MultiPoint}";"";
"Библиотека";"Библиотека №48 - Мосразвитие";"Государственное бюджетное учреждение культуры города Москвы «Московская дирекция по развитию культурных центров», Библиотека №48";"ГБУК г. Москвы «Мосразвитие», Библиотека №48";"nested data";"nested data";"Департамент культуры города Москвы";"Солдаткин Александр Александрович";"заведующий";"nested data";"nested data";"nested data";"nested data";"Библиотека закрыта на капитальный ремонт";"mos-razvitie.ru";"";"";"";"2783496631";"{coordinates=[[37.638940157, 55.806621721]], type=MultiPoint}";"";
"Библиотека";"Библиотека №48";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Северо-Восточного административного округа». Библиотека №48";"ГБУ г. Москвы «ОКЦ СВАО». Библиотека №48";"nested data";"nested data";"Префектура Северо-Восточного административного округа";"Солдаткин Александр Александрович";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник каждого месяца - санитарный день. Отделение по адресу ул. Новоалексеевская. д. 1 закрыто на ремонт";"культурасвао.рф";"";"";"";"2783496632";"{coordinates=[[37.64739339, 55.815187746]], type=MultiPoint}";"";
"Библиотека";"Библиотека № 67";"Государственное бюджетное учреждение культуры города Москвы «Московская дирекция по развитию культурных центров», Библиотека №67";"ГБУК г. Москвы «Мосразвитие», Библиотека №67";"nested data";"nested data";"Департамент культуры города Москвы";"Шурупова Юлия Сергеевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца.";"mos-razvitie.ru";"";"";"";"2783500683";"{coordinates=[[37.620910611, 55.818295615]], type=MultiPoint}";"";
"Библиотека";"Библиотека №128 и. М. А. Шолохова";"Государственное бюджетное учреждение культуры города Москвы «Московская дирекция по развитию культурных центров», Библиотека №128 и. М. А. Шолохова";"ГБУК г. Москвы «Мосразвитие», Библиотека №128 и. М. А. Шолохова";"nested data";"nested data";"Департамент культуры города Москва";"Коростелева Ирина Сергеевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день последний вторник месяца";"mos-razvitie.ru";"";"";"";"2786792053";"{coordinates=[[37.745876925, 55.702096864]], type=MultiPoint}";"";
